,GTIN,Brand,Manufacturer,a,Primary Description,Regulated Product Name,No. & size (unit),Version,a,Retail,Listing,,My Rise,Overall,,Brandbank (Group),,Category,Sub-Cat.,Prod. Group,,Further Description,a,Features,Serve,a,Variental,ABV (%),Lower Age Limit,"Allergy, additive, and lifestyle advice",Safety Warnings,Packaging,Measurements (W/H/D),Ingredients,a,Portion Type,Energy in kcal,Energy in kJ,Protein,Carbs,Total Sugar,Fat,Sat Fat,Fibre,Sodium,Salt,Salt Equiv.,
,5010038448083,Coors,"Molson Coors Brewing Company (UK) Ltd.,",a,Coors Light 4 x 568ml,Light Beer.,4 x 568ml,26/05/2016,a,5.49,5.99,,9%,19%,,Beer & Cider,,Alcohol,Beer & Cider,Standard Lager,,"Coors Light, The World's Most Refreshing Beerﾙ  
We're committed to making sure every person with a tongue gets ice cold refreshment like a blast of cold mountain air, with every single bottle, can or pint of Coors Light they put in their hand. Our cold activated cans and bottles not only let you know when your drink is cold but Damme Cold! 
Enjoy responsibly

www.coorslight.co.uk ",a,, ,a,,4%,Statutory 18 Years," Contains: Barley, Wheat   ",Do not exceed maximum daily & weekly recommended units. For help visit www.drinkaware.co.uk.,"Can - Metal - Widely Recycled

Film - Plastic - Recycle with carrier bags at larger stores - Not at Kerbside - recyclenow.com",0 x 0 x 0,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,7501064193101,Corona,AB Inbev UK Limited,a,Corona Extra 4 x 330ml,,4 x 330ml,13/06/2016,a,5,5.29,,6%,16%,,Beer & Cider,,Alcohol,Beer & Cider,World & Craft,,"Corona 
Corona has been brewed and bottled in Mexico since 1925.  It is lighter than traditional beers, with a crisp and refreshing taste. The aroma is fruity-honey with a touch of malt and the flavour is crisp and well-balanced between hops and malt, toward the malt side. 

Whatever the time of year, Corona is best served ice cold ad with a wedge of lime, that both complements and intensifies the flavour.

Corona's superior taste profile is due to the fact that our brewers take great care to use only the best ingredients available, made with the finest quality blend of filtered water, malted barley, hops, corn and yeast.

La cerveza mas fina, from Mexico",a,, ,a,,4.5%,Statutory 18 Years, Contains: Barley   ,Do not exceed maximum daily & weekly recommended units. For help visit www.drinkaware.co.uk., - ,245 x 243 x 61,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,3049197110144,Courvoisier,,a,Courvoisier Cognac VS 20cl,,20cl,24/10/2013,a,9.79,10.49,,7%,17%,,Sprits & Liqueurs,,Alcohol,Spirits,Cognac & Rum,,"Courvoisier cognac

The Blend
Courvoisier VS cognac is a blend aged for between four and seven years. Using grapes from the Fins Bois and Petite Champagne crus it provides complex fruity notes, richness and depth unmatched by any other VS in the market.

Tasting Notes
The fusion of young and older cognacs gives Courvoisier VS cognac a fruity, delicate taste and a bouquet suffused with ripe fruit and spring flowers. The aroma is rich, fresh and oaky, balanced with the vigour of a young cognac.",a,Product of France, ,a,,40%,Statutory 18 Years,    ,Do not exceed maximum daily & weekly recommended units. For help visit www.drinkaware.co.uk., - ,189 x 88 x 36,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,3049197110076,Courvoisier,,a,Courvoisier V. S. Cognac 70cl,Cognac,70cl,21/08/2015,a,22,23.99,,9%,19%,,Sprits & Liqueurs,,Alcohol,Spirits,Cognac & Rum,,"Courvoisierﾮ was served and celebrated at the spectacular opening of the Eiffel Tower in 1889, at the heart of the Paris golden age. Perfectly capturing the sheer exhilaration of this magical era, this VS is made of a celebratory and mouth-watering blend of Eaux-de-vie offering complex fruity notes and Oaky richness and depth.

Paris golden age (1870 - 1910) was a time of artistic freedom and extravagance. This light and uplifting cognac defines the most celebratory era in French history.",a,The toast of Paris, ,a,,40%,Statutory 18 Years,    ,Do not exceed maximum daily & weekly recommended units. For help visit www.drinkaware.co.uk., - ,0 x 0 x 0,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,3049197110151,Courvoisier,Maxxium UK Ltd,a,Courvoisier V.S. Cognac 35cl,Cognac,35cl,11/01/2016,a,14,15.49,,11%,21%,,Sprits & Liqueurs,,Alcohol,Spirits,Cognac & Rum,,"Courvoisierﾮ was served and celebrated at the spectacular opening of the Eiffel Tower in 1889, at the heart of the Paris golden age. Perfectly capturing the sheer exhilaration of this magical era, this VS is made of a celebratory and mouth-watering blend of Eaux-de-vie offering complex fruity notes and Oaky richness and depth. Paris golden age (1870 - 1910) was a time of artistic freedom and extravagance. This light and uplifting cognac defines the most celebratory era in French history.",a,, ,a,,40%,Statutory 18 Years,    ,Do not exceed maximum daily & weekly recommended units. For help visit www.drinkaware.co.uk., - ,222 x 105 x 43,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,5000393157126,Cutters Choice,,a,Cutters Choice Finest Virginia Rolling Tobacco 12.5g,Hand Rolling Tobacco ,12.5g,27/04/2016,a,4.25,4.5,,6%,16%,,Cigarettes & Lighters,,Other,Tobacco,Rolling,,This tobacco has been sealed inside a laminate pouch to guarantee the consistent freshness and ideal hand rolling moisture you need for perfect smoking enjoyment.,a,, Sealed for perfect freshness. Pull apart carefully to open,a,,,Statutory 18 Years,    ,"Smoking kills, and will harm you and others around you. It's highly addictive, and it's better not to start. Smoking may reduce blood flow, and causes impotence. The risk of Coronary Heart Disease is reduced by 50% 1 year after stopping. Stopping also reduces the risk of fatal heart and lung diseases.", - ,69 x 134 x 12,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,5000393163479,Cutters Choice,,a,Cutters Choice Smooth Blend Rollig Tobacco 10g,,,08/01/2015,a,3.75,3.99,,6%,16%,,Cigarettes & Lighters,,Other,Tobacco,Rolling,,,a,, ,a,,,Statutory 18 Years,    ,"Smoking kills, and will harm you and others around you. It's highly addictive, and it's better not to start. Smoking may reduce blood flow, and causes impotence. The risk of Coronary Heart Disease is reduced by 50% 1 year after stopping. Stopping also reduces the risk of fatal heart and lung diseases.", - ,0 x 0 x 0,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,96116630,Daffy's,Daffy's Gin Ltd,a,Daffy's Small Batch Premium Gin 70cl,The Finest Copper Pot Single-Batch Distilled Gin,70cl,22/03/2016,a,36,37.99,,6%,16%,,Sprits & Liqueurs,,Alcohol,Spirits,Gin,,"Lebanese Mint, Juniper, Coriander, Angelica, Lemon Peel, Cassia and Orris",a,, ,a,,43.4%,Statutory 18 Years,    ,Do not exceed maximum daily & weekly recommended units. For help visit www.drinkaware.co.uk., - ,0 x 0 x 0,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,3155930001300,Desperados,Heineken UK Ltd,a,Desperados 3 x 330ml,Tequila,3 x 330ml,18/08/2015,a,4.5,4.79,,6%,16%,,Beer & Cider,,Alcohol,Beer & Cider,World & Craft,,Desperados is a Tequila Flavoured Beer. A distinctive combination that shakes up traditions in the beer market. A light & refreshing taste profile balanced with spicy and lemony notes for sweetness. (5.9% ABV),a,,"Desperados should always be served cold at 3ﾰC Enjoy chilled, straight from the fridge.",a,,5.9%,Statutory 18 Years, Contains: Barley   ,Do not exceed maximum daily & weekly recommended units. For help visit www.drinkaware.co.uk.,Carton - Recyclable - Glass & carton widely recycled,0 x 0 x 0,"Water, Malted Barley, Glucose Syrup, Corn, Sugar, Aromatic Compounds (75% Tequila), Citric Acid,  Hop Extract",a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,3155930005568,Desperados,H Entreprise,a,Desperados 650ml,Beer Flavoured with Tequilla.,650ml,19/01/2016,a,2.99,3.19,,7%,17%,,Beer & Cider,,Alcohol,Beer & Cider,World & Craft,,A light & refreshing taste profile balanced with spicy and lemony notes for sweetness.Desperados is a Tequila Flavoured Beer. A distinctive combination that shakes up traditions in the beer market. A light & refreshing taste profile balanced with spicy and lemony notes for sweetness. (5.9% ABV),a,,"Enjoy chilled, straight from the fridge Enjoy chilled, straight from the fridge.",a,,5.9%,Statutory 18 Years, Contains: Barley   ,Do not exceed maximum daily & weekly recommended units. For help visit www.drinkaware.co.uk., - ,289 x 77 x 77,"Water, Malted Barley, Glucose Syrup, Corn, Sugar, Aromatic Compounds (75% Tequila), Citric Acid, Hop Extract",a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,8712000035990,Desperados,,a,Desperados Red 3 X 330ml,"Beer Flavoured with Tequila, Guarana and Cacha�a",3 x 330ml,10/02/2016,a,4.5,4.79,,6%,16%,,Beer & Cider,,Alcohol,Beer & Cider,World & Craft,,"Desperados Red, the Original Tequila Flavoured Beer, now with guarana and cacha�a flavours.

Tequila flavoured beer with the invigorating intensity of gurana and cachaca flavours at 5.9% ABV.

Enjoy chilled, straight from the fridge.",a,," Enjoy chilled, straight from the fridge.",a,,5.9%,Statutory 18 Years, Contains: Barley   ,Do not exceed maximum daily & weekly recommended units. For help visit www.drinkaware.co.uk., - ,237 x 180 x 61,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,7290001594087,Coca-Cola,Coca-Cola Enterprises Ltd,a,Diet Coca Cola Can 330ml,,330ml,16/04/2008,a,0.7,0.79,,13%,23%,,Carbonated Drinks,,Soft Drinks,Fizzy,for me,,,a,, ,a,,,,    ,, - ,0 x 0 x 0,"Water, Carbon-Dioxide, Caramel Color, Edible Acids: Phosphoric and Citric, Sweeteners: Aspartame* and Acesulfame-K, Flavors, Caffeine, *Contains a source of Phenylalanine",a,per 100 (ml/g), -   ,0, -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,7290000284361,Coca-Cola,Coca-Cola Enterprises Ltd,a,Diet Coca-Cola 1.5L,,1.5l,16/04/2008,a,1.85,1.99,,8%,18%,,Carbonated Drinks,,Soft Drinks,Fizzy,to share,,,a,, ,a,,,,    ,, - ,0 x 0 x 0,"Water, Carbon-Dioxide, Caramel Color, Edible Acids: Phosphoric and Citric, Sweeteners: Aspartame* and Acesulfame-K, Flavors, Caffeine, *Contains a source of Phenylalanine",a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,5053526051730,Dino,,a,Dino Primitivo 750ml,,75cl,14/11/2013,a,6,6.49,,8%,18%,,Red Wine,,Alcohol,Wine,Red,,"Colour: Deep ruby red with purple glints when young, verging on garnet with ageing. Smell: intense, full, fragrant and spicy bouquet. Taste: Balance, full-bodied, enwrapping, with slight sweet notesPrimitivo - Red Italian Wine

Primitivo should be characteristically fruity and smooth. Dino Primitivo is both, created from vineyards in Puglia in the sunny South of Italy. This provenance gives the wines flavour, richness and more delicious blackberry, chocolate and juicy cherry character for you to enjoy.

Superb on its own with friends and family, Dino Primitivo is also the perfect partner to roast dinners, tomato pasta dishes and pizza.",a,"Wine of Puglia, Italy","Superb on its own with friends and family, Dino Primitivo is also the perfect partner to roast dinners, tomato pasta dishes and pizza. ",a,Primitivo,12.5%,Statutory 18 Years, Contains: Sulphur Dioxide/Sulphites   ,Do not exceed maximum daily & weekly recommended units. For help visit www.drinkaware.co.uk.,Bottle - Glass - Widely Recycled - ,294 x 76 x 75,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,5053947211041,Dino,,a,Dino Prosecco Brut 750ml,,75cl,15/08/2013,a,6.5,6.98,,7%,17%,,Other Wines,,Alcohol,Wine,Sparkling,,"Attractively intense, fruity and aromaticProsecco - White Italian Wine

Gorgeous green apple and pear aromas melt into a lively, vibrant, soft fizz, made from the Glera grape. Brimming with lemony freshness. The vineyards in the north of Italy are dramatically beautiful, and produce the perfect grapes for this authentic Prosecco.",a,Suitable for vegetarians,"Serve well chilled as an aperitif with party canapes or try with fresh fruit salad. Serve well chilled as an aperitif with party canapes or try with fresh fruit salad.
Do not shake the bottle before opening.",a,Prosecco,11%,Statutory 18 Years, Contains: Sulphur Dioxide/Sulphites   ,Do not exceed maximum daily & weekly recommended units. For help visit www.drinkaware.co.uk., - ,314 x 85 x 85,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,8001110016372,Disaronno,William Grant & Sons UK Limited,a,Disaronno Originale 50cl - Roberto Cavalli Limited Edition,Originale,50cl,02/12/2015,a,14,14.8,,6%,16%,,Sprits & Liqueurs,,Alcohol,Spirits,Speciality,,"Disaronno captures the senses with its amber colour, rich aroma and incomparable taste which has made it the world's favourite Italian liqueurDisaronno captures the senses with its amber colour, rich aroma and incomparable taste which has made it the world's favourite Italian liqueur.

1) It's the Original Amaretto, first created in 1525, the World's favourite Italian liqueur
2) Disaronno is an extremely versatile drink, as well as being fantastic neat or on the rocks
3) Disaronno wear Roberto Cavalli Limited Edition will be available for short time, perfect for a glamorous gift.

Disaronno, the world's favourite Italian liqueur, will be back this holiday season with a unique new look designed by Roberto Cavalli. The luxury brand has dressed the iconic bottle in the bold, vibrant and colourful style, for which it is famous throughout the world.",a,The world's favourite Italian liqueur,"Perfect on its own or over ice, Disaronno is also great to mix with. Try it with you favourite fruit juice (such as orange or cranberry), with cola or in a stylish cocktail Perfect on its own or over ice, Disaronno is also great to mix with. Try it with you favourite fruit juice (such as orange or cranberry), with cola or in a stylish cocktail.

For the ""Disaronno wears Cavalli Sour"" cocktail, in a mixing glass add 45ml Disaronno, 30ml Lemon juice, 15ml Simple Syrup. Shake and strain into a highball glass with ice. Top with 45ml prosecco. Float 3 dashes of angostura bitters. Garnish with a orange slice.",a,,28%,Statutory 18 Years,    ,Do not exceed maximum daily & weekly recommended units. For help visit www.drinkaware.co.uk., - ,0 x 0 x 0,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,8001110016303,Disaronno,First Drinks Brands Ltd,a,Disaronno Originale 70cl,Originale,700ml,05/11/2015,a,18,18.99,,5%,16%,,Sprits & Liqueurs,,Alcohol,Spirits,Speciality,,"Amber colour, rich aroma and incomparable taste.Disaronno captures the senses with its amber colour, rich aroma and incomparable taste which has made it the world's favourite Italian liqueur.",a,The world's favourite Italian liqueur,"Perfect on its own or over ice, Disaronno is also great to mix with. Try it with your favourite fruit juice (such as orange or cranberry), with cola or in a stylish cocktail. Perfect on its own or over ice, Disaronno is also great to mix with. Try it with your favourite fruit juice (such as orange or cranberry), with cola or in a stylish cocktail.",a,,28%,Statutory 18 Years,    ,Do not exceed maximum daily & weekly recommended units. For help visit www.drinkaware.co.uk., - ,222 x 111 x 66,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,5018970088176,Distant Vines,Broadland Wineries Ltd,a,Distant Vines Pinot Grigio Blush 750ml,Pinot Grigio Blush - Ros� British Wine,75cl,23/03/2016,a,4.5,4.98,,11%,21%,,Champagne & Rose,,Alcohol,Wine,Rose,,"This Pinot Grigio Blush British Wine is delicately floral and fruity with ripe flavours of apple and strawberry. Serve chilled.This Pinot Grigio Blush British Wine is delicately floral and fruity with ripe flavours of apple and strawberry. Enjoy with mixed salads, cold meats, fish or simply on its own.",a,"Floral & fruity

British wine

Made with imported pinot grigio grape juice concentrate

Suitable for vegetarians and vegans","Enjoy with mixed salads, cold meats, fish or simply on its own. Serve chilled Serve chilled.",a,Pinot Grigio,10%,Statutory 18 Years, Contains: Sulphur Dioxide/Sulphites   ,Do not exceed maximum daily & weekly recommended units. For help visit www.drinkaware.co.uk.,Bottle - Glass - Widely Recycled - ,302 x 74 x 74,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,5060440300110,Domaine Fond Croze,,a,Domaine Fond Croze 750ml,Red French Wine,750ml,17/08/2015,a,9,9.99,,11%,21%,,Red Wine,,Alcohol,Wine,Red,,"A brilliant dark garnet colour with purple highlights, a wine with good aromatic complexity. Notes of black fruits emerge once aired along with blackberry and blackcurrant. Soft and silky tanins with a spicy finish. ",a,"Wine of France

Organic", ,a,"RedGrapeBlend, Grenache, Shiraz/Syrah",14%,Statutory 18 Years, Contains: Sulphur Dioxide/Sulphites   ,Do not exceed maximum daily & weekly recommended units. For help visit www.drinkaware.co.uk., - ,295 x 83 x 83,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
